smiles,FishAT,group,catergory
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,0,train,aniline amino group
Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,0,valid,aniline amino group
Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,1,train,aniline amino group
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c12,0,test,aniline amino group
Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,0,train,aniline amino group
Nc1c(S(=O)(=O)O)cc(Nc2ccccc2)c2c1C(=O)c1ccccc1C2=O,1,train,aniline amino group
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc4cc(S(=O)(=O)O)c(N=Nc5ccc(N=Nc6ccc(N)c7cc(S(=O)(=O)O)ccc67)cc5)c(O)c4c3)c(O)c2c1,0,train,aniline amino group
Cc1cc(N=Nc2ccc(C)c(N=Nc3cc(C)c(N)cc3N)c2)c(N)cc1N,1,train,aniline amino group
Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,0,train,aniline amino group
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1,train,aniline amino group
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,1,train,aniline amino group
Cc1cc(C)c(N)c(C)c1,1,train,aniline amino group
Nc1ccccc1O,1,train,aniline amino group
Cc1cc(N)ccc1N,1,train,aniline amino group
COc1ccc(N)cc1[N+](=O)[O-],1,train,aniline amino group
Nc1ccccc1F,1,train,aniline amino group
Nc1cccc(F)c1,1,train,aniline amino group
Nc1cccnc1,1,train,aniline amino group
Nc1ccccn1,1,test,aniline amino group
Nc1cc(Cl)cc(Cl)c1,1,train,aniline amino group
Nc1cccc2c(N)cccc12,1,valid,aniline amino group
Nc1cc(Cl)c(N)cc1Cl,1,train,aniline amino group
CCOc1cc(N2CCOCC2)c(OCC)cc1N,1,train,aniline amino group
Nc1ccc(Cl)cc1[N+](=O)[O-],1,test,aniline amino group
Nc1ccc2c(c1)C(=O)C(=NNc1ccc3c(c1)C(=O)C(=NNc1ccc(N=Nc4ccc(N)c5ccc(S(=O)(=O)O)cc45)cc1)C(S(=O)(=O)O)=C3)C(S(=O)(=O)O)=C2,0,valid,aniline amino group
Nc1cc(N2CCCCC2)nc(N)[n+]1OS(=O)(=O)O,1,train,aniline amino group
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1,train,aniline amino group
Cc1cc(O)ccc1N,1,train,aniline amino group
COP(=S)(OC)Oc1ccc(N)c(C)c1,1,train,aniline amino group
NNC(=O)N1C(=O)c2cc(S(=O)(=O)O)cc3c(N)c(S(=O)(=O)O)cc(c23)C1=O,1,train,aniline amino group
Cc1cc(-c2ccc(NN=C3C=Cc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4C3=O)c(C)c2)ccc1NN=C1C=Cc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2C1=O,0,train,aniline amino group
Nc1cc(S(=O)(=O)O)cc2c1C(=O)C(=NNc1ccc(-c3ccc(NN=C4C(=O)c5c(N)cc(S(=O)(=O)O)cc5C=C4S(=O)(=O)O)cc3)cc1)C(S(=O)(=O)O)=C2,0,test,aniline amino group
Cc1ccccc1N=Nc1c(N)ccc2ccccc12,1,train,aniline amino group
Nc1nc(C2CC2)nc(C(=O)O)c1Cl,0,valid,aniline amino group
Nc1ccc([As](=O)(O)O)cc1,0,test,aniline amino group
CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,1,train,aniline amino group
Nc1ccc(N=Nc2ccccc2)c(N)c1,1,train,aniline amino group
Nc1ncn[nH]1,1,train,aniline amino group
Nc1nc(N)nc(NC2CC2)n1,1,train,aniline amino group
Nc1ncnc2c1ncn2C1OC(COC2C(CO)OC(OC(C(=O)O)C(O)C(OP(=O)(O)O)C(O)C(=O)O)C(O)C2O)C(O)C1O,1,train,aniline amino group
Nc1cc(Cl)nc(C(=O)O)c1Cl,1,train,aniline amino group
Cc1cccc(C)c1N,0,train,aniline amino group
COc1cc(-c2ccc(NN=C3C=Cc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4C3=O)c(OC)c2)ccc1NN=C1C=Cc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2C1=O,0,train,aniline amino group
Nc1cc(Cl)cc(C(=O)O)c1Cl,1,test,aniline amino group
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1,train,aniline amino group
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+](O)C(F)(F)F,1,train,aniline amino group
NC1=CC=C(c2ccc(N)cc2)CC1(Cl)Cl,1,train,aniline amino group
CCN(CC)c1ccc(N)c(C)c1,1,train,aniline amino group
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,1,train,aniline amino group
Nc1cccc2ccccc12,1,train,aniline amino group
COc1ccc(N)cc1,1,valid,aniline amino group
Cc1cc(-c2ccc(NN=C3C(=O)c4c(N)cc(S(=O)(=O)O)cc4C=C3S(=O)(=O)O)c(C)c2)ccc1NN=C1C(=O)c2c(N)cc(S(=O)(=O)O)cc2C=C1S(=O)(=O)O,0,train,aniline amino group
Nc1ccc(C(=O)O)c(O)c1,1,train,aniline amino group
CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1,1,train,aniline amino group
Nc1ccc2ccccc2c1N=Nc1ccccc1,1,valid,aniline amino group
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1,train,aniline amino group
CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N,1,train,aniline amino group
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,train,aniline amino group
Cc1ccc(N)c(C)c1,0,test,aniline amino group
Nc1ccc(N(CCO)CCO)cc1,1,train,aniline amino group
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1,train,aniline amino group
CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,1,train,aniline amino group
CN(C)c1nc(N)c(C(=O)NC(=N)N)nc1Cl,1,train,aniline amino group
Nc1cccc(N)c1,1,train,aniline amino group
Nc1ccccc1S(=O)(=O)O,0,test,aniline amino group
NC1=CC=C(c2ccc(N)cc2)C(S(=O)(=O)O)(S(=O)(=O)O)C1,1,train,aniline amino group
Cc1ccc(C)c(N)c1,0,train,aniline amino group
Cc1cccc(N)c1,1,train,aniline amino group
CCCCCCCCc1c(CC)nc2ncnn2c1N,1,train,aniline amino group
COC(=O)c1nc(-c2ccc(Cl)c(OC)c2F)cc(N)c1Cl,1,train,aniline amino group
Nc1ccc(C(F)(F)F)cc1Cl,1,train,aniline amino group
C=CCSC(=O)n1c(N)c(-c2ccccc2C)c(=O)n1C(C)C,1,train,aniline amino group
Nc1cccc(NC(=O)C2CCCCC2)c1,1,valid,aniline amino group
Nc1c(Cl)c(O)nc(F)c1Cl,1,valid,aniline amino group
Nc1cnn(-c2ccccc2)c(=O)c1Cl,1,train,aniline amino group
COc1cc(OC)nc(N)n1,1,train,aniline amino group
Cc1cc(C)nc(N)n1,1,train,aniline amino group
Cn1ncc(N)c(Cl)c1=O,1,train,aniline amino group
COc1c(Cl)ccc(-c2cc(N)c(Cl)c(C(=O)O)n2)c1F,0,train,aniline amino group
Nc1cc(-c2ccc(Cl)c(O)c2F)nc(C(=O)O)c1Cl,0,train,aniline amino group
COc1nc(C)nc(N)n1,0,train,aniline amino group
Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,1,test,aniline amino group
Nc1ccc(Cl)cc1C(F)(F)F,1,train,aniline amino group
CC(C)(C)Nc1nc(N)nc(Cl)n1,1,train,aniline amino group
Nc1cn[nH]c(=O)c1Cl,1,train,aniline amino group
Nc1nc(N)nc(N)n1,1,train,aniline amino group
C=CCOC(=O)C(C)(C)OC(=O)c1cc(N)ccc1Cl,1,train,aniline amino group
CCCCCCCCCc1nc(N)nc(N)n1,1,train,aniline amino group
CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,1,train,aniline amino group
CCc1cccc(C)c1N,1,train,aniline amino group
CCc1cccc(N)c1,1,train,aniline amino group
CCc1ccccc1N,1,valid,aniline amino group
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,1,train,aniline amino group
CNS(=O)(=O)c1cc(OC)c(N)cc1C,1,train,aniline amino group
COc1cc(Cl)c(OC)cc1N,1,train,aniline amino group
COc1cc([N+](=O)[O-])ccc1N,1,train,aniline amino group
COc1ccc(N)c([N+](=O)[O-])c1,1,train,aniline amino group
COc1ccc(S(=O)(=O)CCOS(=O)(=O)O)cc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(N)c2c1O,1,train,aniline amino group
Cc1c(CNC(=O)CCl)c(C)c(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1CNC(=O)CCl,1,train,aniline amino group
NC(=O)c1ccc(Cl)c(N)c1,1,train,aniline amino group
Nc1c(Cl)cc(C(F)(F)F)cc1Cl,1,train,aniline amino group
Nc1c(Cl)ccc(Cl)c1Cl,1,train,aniline amino group
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,1,train,aniline amino group
Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1,train,aniline amino group
Nc1ccc(CCNCC(O)c2ccccc2)cc1,1,test,aniline amino group
Nc1ccc(Cl)cc1O,1,train,aniline amino group
Nc1ccc(F)cc1F,1,test,aniline amino group
Nc1ccc(N)c(S(=O)(=O)O)c1,1,train,aniline amino group
Nc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,1,train,aniline amino group
Nc1ccc2c3c(cccc13)C(=O)NC2=O,1,train,aniline amino group
Nc1cccc(C(F)(F)F)c1,1,train,aniline amino group
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,1,train,aniline amino group
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(N)c3)n2)CC1,1,train,aniline amino group
CSc1cc(SC)c(N)c(C)c1N,1,valid,aniline amino group
Nc1ccc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2c1N=Nc1ccc(S(=O)(=O)O)cc1,1,train,aniline amino group
CC1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cc(N)ccc1Cl,1,train,aniline amino group
Nc1ncc(F)cc1-c1ccc(Oc2ncc(NC(=O)Nc3cc(C(F)(F)F)ccc3-n3ccnn3)cn2)cc1,1,test,aniline amino group
C=CS(=O)(=O)CCCC(=O)Nc1ccc(S(=O)(=O)O)c(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(N=Nc4ccc(S(=O)(=O)C=C)cc4)c(N)c3c2O)c1,0,valid,aniline amino group
Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c2c1C(=O)c1ccccc1C2=O,0,train,aniline amino group
COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,1,train,aniline amino group
Cc1cnc(N)s1,0,train,aniline amino group
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,0,train,aniline amino group
Nc1ncc(F)cc1-c1ccc(Oc2ncc(NC(=O)Nc3cc(C(F)(F)F)ccc3-c3cccnc3)cn2)cc1,1,train,aniline amino group
Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,1,train,aniline amino group
Cc1cccc(N)c1N,0,train,aniline amino group
Cc1cc(N)c(S(=O)(=O)O)cc1Cl,0,valid,aniline amino group
Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12,0,train,aniline amino group
CCCCOc1nc(N)c2nc(O)n(Cc3ccc4c(c3)Sc3cc(CNC5COC5)ccc3N4C)c2n1,1,train,aniline amino group
Cc1cc(N=Nc2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)cc2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,0,valid,aniline amino group
N#Cc1ncc(N)cc1C(F)(F)F,1,train,aniline amino group
Cc1ccc(N)c(S(=O)(=O)O)c1,0,train,aniline amino group
Nc1cc(-c2cccs2)n[nH]1,1,train,aniline amino group
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(OCC5(F)CCN(CC(F)F)CC5)c(Cl)c4)c(Oc4cnc(N)c(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0,train,aniline amino group
COc1cc(NS(=O)(=O)c2ccc(C)cc2)c2c(c1N)C(=O)c1ccccc1C2=O,0,valid,aniline amino group
CC(=O)Nc1cc(S(=O)(=O)O)cc(N)c1O,0,train,aniline amino group
COc1ccc(OC)c(N)c1,0,train,aniline amino group
Nc1cccc(Nc2nc(NCCO)nc(NCCCCNc3nc(NCCO)nc(Nc4cccc(N)c4)n3)n2)c1,1,train,aniline amino group
Nc1ccc(Nc2ccccc2)cc1,1,train,aniline amino group
COc1cc(NS(=O)(=O)c2ccccc2)c2c(c1N)C(=O)c1ccccc1C2=O,0,train,aniline amino group
Cc1ccc(Cl)cc1N,1,valid,aniline amino group
COc1ccc(C)cc1N,1,train,aniline amino group
CCC(=O)Nc1cccc(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c1,0,test,aniline amino group
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1,train,aryl chlorine substituent
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,1,train,aryl chlorine substituent
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,train,aryl chlorine substituent
Clc1ccccc1-c1ccccc1,1,train,aryl chlorine substituent
Clc1cccc(-c2ccccc2)c1,1,train,aryl chlorine substituent
Clc1ccc(-c2ccccc2)cc1,1,train,aryl chlorine substituent
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,1,train,aryl chlorine substituent
COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl,1,train,aryl chlorine substituent
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,1,train,aryl chlorine substituent
Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(-c3c(Cl)cc(Cl)c(Cl)c3Cl)c(Cl)c2Cl)cc1Cl,1,valid,aryl chlorine substituent
Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(-c3cc(Cl)c(Cl)c(Cl)c3)c(Cl)c2Cl)c1,1,test,aryl chlorine substituent
Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,1,train,aryl chlorine substituent
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,1,train,aryl chlorine substituent
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1,train,aryl chlorine substituent
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Clc1ccc(Cl)c(-c2ccccc2Cl)c1,1,test,aryl chlorine substituent
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,1,train,aryl chlorine substituent
Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,1,valid,aryl chlorine substituent
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,1,test,aryl chlorine substituent
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,1,train,aryl chlorine substituent
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,1,test,aryl chlorine substituent
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,1,test,aryl chlorine substituent
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,1,train,aryl chlorine substituent
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,1,valid,aryl chlorine substituent
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,1,test,aryl chlorine substituent
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,1,train,aryl chlorine substituent
N#CN=C1SCCN1Cc1ccc(Cl)nc1,1,train,aryl chlorine substituent
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,1,train,aryl chlorine substituent
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,1,train,aryl chlorine substituent
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,1,train,aryl chlorine substituent
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1,valid,aryl chlorine substituent
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1,train,aryl chlorine substituent
CC(=NC#N)N(C)Cc1ccc(Cl)nc1,1,train,aryl chlorine substituent
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,1,train,aryl chlorine substituent
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],1,train,aryl chlorine substituent
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,1,test,aryl chlorine substituent
OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,1,train,aryl chlorine substituent
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,1,test,aryl chlorine substituent
O=C(O)c1c(Cl)cccc1Cl,1,valid,aryl chlorine substituent
O=C(O)c1c(Cl)ccc(Cl)c1Cl,1,train,aryl chlorine substituent
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1,train,aryl chlorine substituent
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,1,test,aryl chlorine substituent
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,1,train,aryl chlorine substituent
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,1,train,aryl chlorine substituent
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1,train,aryl chlorine substituent
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,1,test,aryl chlorine substituent
Cc1cc(O)ccc1Cl,1,test,aryl chlorine substituent
